"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 20 16:04:18 MSK 2022","Fri May 20 16:05:06 MSK 2022","47726","","","","","","Финальное практическое задание. 2.",""
